Pack;dt;Roll;Pitch;Yaw;q0;q1;q2;q3;Gyro_x;Gyro_y;Gyro_z;Accel_x;Accel_y;Accel_z;Mag_x;Mag_y;Mag_z;Alti;VVel;dt_Baro;Baro;Temp
261269;0.00199778564274;10.0304088501;3.26542434441;-74.2098634339;-0.0867883637547;-0.791424810886;0.601528346539;0.0300987865776;24.2577762604;-11.7184839249;13.6591758728;-0.0009765625;0.262451171875;-1.00561523438;0.537890613079;35.0771484375;-9.88593769073;0;0;0;0;0
261270;0.00199778564274;9.98805683473;3.24239925174;-74.2413694379;-0.086365789175;-0.791313886642;0.601737082005;0.0300572216511;24.0144042969;-10.0850410461;13.0481023788;-0.0009765625;0.25439453125;-1.01733398438;0.537890613079;35.0771484375;-9.88593769073;0;0;0;0;0
261271;0.0019978096243;9.94583537484;3.22237086195;-74.2711796534;-0.0859604477882;-0.791209816933;0.60193502903;0.0299942176789;23.7846450806;-8.23759174347;11.7812490463;0.003173828125;0.255615234375;-1.02905273438;0.537890613079;35.0771484375;-9.88593769073;0;0;0;0;0
261272;0.00199778564274;9.9041839127;3.20571407353;-74.2978787461;-0.0855777338147;-0.791119396687;0.602112591267;0.0299084912986;23.7520084381;-6.51206445694;10.4386386871;-0.003662109375;0.2451171875;-1.04443359375;-0.717187523842;33.8179702759;-9.36562538147;0;0;0;0;0
261273;0.00199778564274;9.86219975062;3.19169141333;-74.3213979908;-0.0852075368166;-0.791044294834;0.602269232273;0.0298003517091;23.9061794281;-4.37490034103;9.38455963135;-0.008544921875;0.24853515625;-1.05224609375;-0.717187523842;33.8179702759;-9.36562538147;0;0;0;0;0
261274;0.00199778564274;9.82013099152;3.18130499493;-74.3421750064;-0.0848567560315;-0.790981471539;0.602407991886;0.0296645388007;24.4261665344;-2.69565558434;8.22386837006;-0.013427734375;0.247802734375;-1.06787109375;-0.717187523842;33.8179702759;-9.36562538147;0;0;0;0;0
261275;0.00199778564274;9.77701321499;3.17362351338;-74.3601845331;-0.0845138058066;-0.790932476521;0.602528393269;0.029502376914;25.4640331268;-1.52003490925;6.94155406952;-0.03076171875;0.25048828125;-1.06616210938;-0.717187523842;33.8179702759;-9.36562538147;0;0;0;0;0
261276;0.00199778564274;9.73213693398;3.16709335791;-74.3753061907;-0.0841655954719;-0.790899455547;0.602629482746;0.0293207839131;26.2890644073;-0.604100763798;5.93366289139;-0.037841796875;0.25341796875;-1.07373046875;-0.717187523842;33.8179702759;-9.36562538147;0;0;0;0;0
261277;0.00199778564274;9.68581234692;3.16173846956;-74.3882103084;-0.0838141962886;-0.790878534317;0.602715432644;0.0291217137128;27.1573371887;0.144303902984;4.62152290344;-0.037841796875;0.252197265625;-1.07373046875;0.717187523842;34.8972663879;-11.1000003815;0;0;0;0;0
261278;0.00199778564274;9.63789049684;3.15741113788;-74.3983119847;-0.0834579542279;-0.79087305069;0.602782666683;0.02890503034;28.0585517883;0.464842379093;3.14041352272;-0.033935546875;0.259765625;-1.060546875;0.717187523842;34.8972663879;-11.1000003815;0;0;0;0;0
261279;0.0019978096243;9.58880801764;3.15336575259;-74.405397209;-0.0830959528685;-0.790884017944;0.602829098701;0.0286780241877;28.3784122467;0.770306229591;1.65981948376;-0.023681640625;0.262451171875;-1.05395507812;0.717187523842;34.8972663879;-11.1000003815;0;0;0;0;0
261280;0.00199778564274;9.53946358348;3.14985199671;-74.4094432579;-0.082735709846;-0.790910601616;0.602854728699;0.0284437518567;28.5779361725;1.24342012405;0.193719983101;-0.022216796875;0.26708984375;-1.04614257812;0.717187523842;34.8972663879;-11.1000003815;0;0;0;0;0
261281;0.00199778564274;9.49019310633;3.14684401466;-74.4103994438;-0.0823794081807;-0.790952801704;0.602859377861;0.0282041765749;28.5000991821;1.45740139484;-0.721666753292;-0.023193359375;0.2724609375;-1.03833007812;0.717187523842;34.8972663879;-11.1000003815;0;0;0;0;0
261282;0.00199778564274;9.44152161743;3.1439138629;-74.4094112116;-0.082028105855;-0.791004359722;0.602850735188;0.0279658678919;28.348028183;1.74738144875;-1.56161892414;-0.0224609375;0.276611328125;-1.0283203125;-0.717187523842;33.4582023621;-10.40625;0;0;0;0;0
261283;0.00199778564274;9.39356502027;3.14131021628;-74.4066176175;-0.0816838741302;-0.791064321995;0.602829754353;0.0277278348804;27.7379417419;1.8999568224;-2.3252351284;-0.013916015625;0.28466796875;-1.03051757812;-0.717187523842;33.4582023621;-10.40625;0;0;0;0;0
261284;0.00199778564274;9.34725215903;3.1391345468;-74.4021619869;-0.0813536271453;-0.791131079197;0.602797627449;0.0274944249541;26.5614681244;2.11384177208;-2.70652842522;0.000732421875;0.291748046875;-1.025390625;-0.717187523842;33.4582023621;-10.40625;0;0;0;0;0
261285;0.00199778564274;9.30370939686;3.13789233528;-74.3967874511;-0.0810476243496;-0.791199445724;0.602759242058;0.0272686202079;25.1720046997;2.15966749191;-2.96600604057;0.011962890625;0.304931640625;-1.01708984375;-0.717187523842;33.4582023621;-10.40625;0;0;0;0;0
261286;0.0019978096243;9.26363530867;3.13714949927;-74.3907031146;-0.0807683542371;-0.791267991066;0.602716267109;0.0270572863519;23.4635829926;2.23576259613;-2.8445122242;0.020263671875;0.310791015625;-0.997802734375;-0.717187523842;33.4582023621;-10.40625;0;0;0;0;0
261287;0.00199778564274;9.22746536549;3.1369774773;-74.3846656652;-0.080519028008;-0.791332364082;0.602673888206;0.0268627591431;21.066034317;2.38853049278;-2.49310970306;0.0283203125;0.3232421875;-0.98828125;-1.07578122616;34.5374984741;-10.0593748093;0;0;0;0;0
261288;0.00199778564274;9.19670294858;3.13758736327;-74.3790601195;-0.0803110599518;-0.791389107704;0.60263466835;0.0266917869449;18.5152168274;2.51086068153;-2.21778559685;0.032470703125;0.32177734375;-0.976806640625;-1.07578122616;34.5374984741;-10.0593748093;0;0;0;0;0
261289;0.00199778564274;9.1711135862;3.1387286399;-74.373759235;-0.0801415517926;-0.791439294815;0.602597892284;0.0265447739512;15.705906868;2.58722066879;-1.85130906105;0.037109375;0.323486328125;-0.976806640625;-1.07578122616;34.5374984741;-10.0593748093;0;0;0;0;0
261290;0.00199778564274;9.15117695988;3.14034511363;-74.3689609607;-0.0800134763122;-0.791481494904;0.602564752102;0.0264247618616;12.8832798004;2.72433614731;-1.39406633377;0.043701171875;0.32080078125;-0.9833984375;-1.07578122616;34.5374984741;-10.0593748093;0;0;0;0;0
261291;0.00199778564274;9.13663030254;3.14265812066;-74.3648553925;-0.0799261555076;-0.791514873505;0.60253661871;0.0263289567083;10.2118244171;2.9532957077;-0.46289730072;0.048583984375;0.321044921875;-0.985107421875;-1.07578122616;34.5374984741;-10.0593748093;0;0;0;0;0
261292;0.00199778564274;9.12730440784;3.14592857244;-74.3623266881;-0.0798796191812;-0.791534900665;0.602519929409;0.0262552909553;7.6135559082;3.13695931435;0.301684677601;0.04833984375;0.31298828125;-0.9873046875;0.0;33.8179702759;-9.36562538147;0;0;0;0;0
261293;0.0019978096243;9.12272033509;3.1497895514;-74.3611462805;-0.0798686519265;-0.79154330492;0.602512478828;0.0262035578489;5.15703821182;3.3504588604;1.06439971924;0.0576171875;0.30419921875;-0.985107421875;0.0;33.8179702759;-9.36562538147;0;0;0;0;0
261294;0.00199778564274;9.12260944536;3.15472848029;-74.3612902569;-0.0798939988017;-0.791540265083;0.602514505386;0.0261689759791;2.94224882126;3.53383350372;1.84347617626;0.05810546875;0.296630859375;-0.99267578125;0.0;33.8179702759;-9.36562538147;0;0;0;0;0
261295;0.00199778564274;9.12641669598;3.16027824806;-74.3627896915;-0.0799493566155;-0.791526377201;0.602526366711;0.026151875034;0.835678040981;3.88493037224;2.4845688343;0.061279296875;0.29052734375;-0.986572265625;0.0;33.8179702759;-9.36562538147;0;0;0;0;0
261296;0.00199778564274;9.13416721049;3.16687909911;-74.3653747259;-0.080037266016;-0.791502714157;0.602545678616;0.0261491183192;-1.01194953918;3.7017724514;3.1259188652;0.056884765625;0.27978515625;-0.9794921875;0.0;33.8179702759;-9.36562538147;0;0;0;0;0
261297;0.00199778564274;9.14515616584;3.17314404652;-74.3691599552;-0.0801455080509;-0.791470050812;0.60257345438;0.0261666756123;-2.69313120842;3.54938960075;3.84424877167;0.0546875;0.280517578125;-0.98583984375;-0.896484375;35.0771484375;-9.88593769073;0;0;0;0;0
261298;0.00199778564274;9.15936570625;3.17921928209;-74.3742969684;-0.0802746862173;-0.791427493095;0.602610528469;0.0262035373598;-3.79042577744;3.48800802231;4.20982408524;0.040771484375;0.27392578125;-0.992431640625;-0.896484375;35.0771484375;-9.88593769073;0;0;0;0;0
261299;0.0019978096243;9.17536103746;3.18465651522;-74.3801153545;-0.0804126635194;-0.791380047798;0.602652192116;0.0262547452003;-4.75300598145;3.33545660973;4.37808513641;0.0361328125;0.2705078125;-0.99951171875;-0.896484375;35.0771484375;-9.88593769073;0;0;0;0;0
261300;0.00199778564274;9.19302006231;3.18962740241;-74.3862446187;-0.0805595889688;-0.791329681873;0.60269600153;0.026318218559;-5.39228057861;3.02980017662;4.667324543;0.0380859375;0.26171875;-1.00415039062;-0.896484375;35.0771484375;-9.88593769073;0;0;0;0;0
261301;0.00199778564274;9.21148085076;3.19416674105;-74.3930316999;-0.0807096064091;-0.791275322437;0.602744221687;0.0263893920928;-5.3623456955;2.70928573608;4.71338319778;0.03759765625;0.242431640625;-1.02319335938;-0.896484375;35.0771484375;-9.88593769073;0;0;0;0;0
261302;0.00199778564274;9.22884593852;3.19803944456;-74.400096461;-0.0808484479785;-0.791220784187;0.602794110775;0.0264595746994;-5.05909585953;2.54168391228;4.51581144333;0.03662109375;0.239013671875;-1.03491210938;0.896484375;32.9185562134;-8.49843788147;0;0;0;0;0
261303;0.00199778564274;9.2453555488;3.20145778835;-74.4068563094;-0.0809790343046;-0.791168808937;0.602841794491;0.0265281684697;-4.53806829453;2.7551112175;4.16382932663;0.02490234375;0.228271484375;-1.0546875;0.896484375;32.9185562134;-8.49843788147;0;0;0;0;0
261304;0.00199778564274;9.26022684525;3.20465914848;-74.4129435357;-0.0810972973704;-0.791121900082;0.60288465023;0.0265891179442;-3.57518625259;3.09082055092;4.20918035507;0.0205078125;0.226318359375;-1.06103515625;0.896484375;32.9185562134;-8.49843788147;0;0;0;0;0
261305;0.00199778564274;9.27302480058;3.20834492201;-74.4191050062;-0.0812037885189;-0.791076242924;0.602928161621;0.0266358181834;-2.29499053955;3.64079999924;4.19487905502;0.011962890625;0.220947265625;-1.06225585938;0.896484375;32.9185562134;-8.49843788147;0;0;0;0;0
261306;0.0019978096243;9.28303187773;3.21274771316;-74.425191815;-0.0812948197126;-0.791033148766;0.602971255779;0.0266627501696;-0.811226606369;4.25102949142;4.14785385132;0.012451171875;0.21435546875;-1.06274414062;0.896484375;32.9185562134;-8.49843788147;0;0;0;0;0
261307;0.00199778564274;9.28979969087;3.21835622634;-74.4311571722;-0.0813698992133;-0.79099303484;0.603013694286;0.0266641303897;0.819812357426;4.61785125732;3.8436050415;0.01318359375;0.217041015625;-1.06030273438;-0.358593761921;34.5374984741;-9.71249961853;0;0;0;0;0
261308;0.00199778564274;9.29347340607;3.22461733059;-74.4365105837;-0.0814272239804;-0.79095864296;0.603052198887;0.0266442093998;2.45295166969;5.10647296906;3.49265313148;0.013916015625;0.21484375;-1.05102539062;-0.358593761921;34.5374984741;-9.71249961853;0;0;0;0;0
261309;0.00199778564274;9.29391398224;3.23176045146;-74.441183424;-0.0814670473337;-0.790930271149;0.603085815907;0.0266005750746;3.8299946785;5.71667861938;3.41502976418;0.01123046875;0.21630859375;-1.04614257812;-0.358593761921;34.5374984741;-9.71249961853;0;0;0;0;0
261310;0.00199778564274;9.2917197539;3.23996321621;-74.445614882;-0.0814943611622;-0.790905058384;0.603118062019;0.0265355147421;5.29609489441;6.02194976807;3.12476015091;0.013427734375;0.21630859375;-1.03588867188;-0.358593761921;34.5374984741;-9.71249961853;0;0;0;0;0
261311;0.00199778564274;9.28672404572;3.24876738225;-74.4494872619;-0.0815056562424;-0.790885031223;0.60314655304;0.0264510717243;6.80634307861;6.41908884048;3.00313782692;0.02099609375;0.21728515625;-1.03173828125;-0.358593761921;34.5374984741;-9.71249961853;0;0;0;0;0
261312;0.0019978096243;9.27880845512;3.25863838448;-74.45312818;-0.0815025046468;-0.790868341923;0.603173553944;0.0263436324894;8.15135765076;6.73945903778;2.9566924572;0.025390625;0.221435546875;-1.01928710938;-0.358593761921;33.8179702759;-9.71249961853;0;0;0;0;0
261313;0.00199778564274;9.26850902879;3.26932114549;-74.4566717844;-0.081487223506;-0.790853917599;0.603199899197;0.0262178871781;9.58376979828;6.83149528503;2.72884368896;0.028076171875;0.22216796875;-1.021484375;-0.358593761921;33.8179702759;-9.71249961853;0;0;0;0;0
261314;0.00199778564274;9.25539603597;3.28021824188;-74.4598438535;-0.0814537480474;-0.790843904018;0.603223741055;0.0260754972696;10.943447113;6.78554916382;2.45364832878;0.035888671875;0.2216796875;-1.01879882812;-0.358593761921;33.8179702759;-9.71249961853;0;0;0;0;0
261315;0.00199778564274;9.23961378567;3.29127261761;-74.4625860442;-0.0814027786255;-0.790838479996;0.603244543076;0.0259175691754;12.2577762604;6.77006530762;2.40726733208;0.045654296875;0.22705078125;-1.01733398438;-0.358593761921;33.8179702759;-9.71249961853;0;0;0;0;0
261316;0.00199778564274;9.22146587116;3.30270140204;-74.4653265271;-0.081337466836;-0.790835022926;0.603265345097;0.0257445201278;13.5086326599;6.5106921196;2.23977899551;0.05126953125;0.22900390625;-1.017578125;-0.358593761921;33.8179702759;-9.71249961853;0;0;0;0;0
261317;0.00199778564274;9.20093527053;3.31380055097;-74.4678931136;-0.0812539979815;-0.790834784508;0.603284776211;0.0255609899759;14.6238880157;6.23576259613;2.04098391533;0.05517578125;0.225341796875;-1.01635742188;1.61367189884;33.2783203125;-10.5796871185;0;0;0;0;0
261318;0.00199778564274;9.17807251259;3.32446004739;-74.4702572665;-0.0811521336436;-0.790837883949;0.603302419186;0.025367969647;15.6012878418;6.20518016815;2.01032066345;0.0576171875;0.229736328125;-1.01318359375;1.61367189884;33.2783203125;-10.5796871185;0;0;0;0;0
261319;0.0019978096243;9.15349919558;3.33515241278;-74.4725872544;-0.0810386538506;-0.790842711926;0.60332006216;0.0251656528562;16.210773468;6.37331151962;2.17877483368;0.065673828125;0.22900390625;-1.01123046875;1.61367189884;33.2783203125;-10.5796871185;0;0;0;0;0
261320;0.00199778564274;9.12769159896;3.34658064322;-74.4752951456;-0.08092045784;-0.7908462286;0.603340029716;0.0249519553035;16.5611686707;6.80091285706;2.20963096619;0.062255859375;0.228759765625;-1.00512695312;1.61367189884;33.2783203125;-10.5796871185;0;0;0;0;0
261321;0.00199778564274;9.10125295595;3.35871847541;-74.4779526028;-0.0808016881347;-0.790850222111;0.603359937668;0.024729995057;17.04986763;6.89249181747;2.19429945946;0.05224609375;0.22900390625;-0.99560546875;1.61367189884;33.2783203125;-10.5796871185;0;0;0;0;0
261322;0.00199778564274;9.07397161718;3.37059989935;-74.4805746961;-0.0806757435203;-0.790855228901;0.603379368782;0.0245052985847;17.3733348846;6.70882844925;2.42208385468;0.043701171875;0.228759765625;-0.985595703125;0.17929688096;33.9978523254;-9.88593769073;0;0;0;0;0
261323;0.00199778564274;9.04613315965;3.38181915198;-74.4837185004;-0.0805423259735;-0.790858268738;0.603402078152;0.024282567203;17.6303195953;6.28175640106;2.71325469017;0.0380859375;0.233642578125;-0.976806640625;0.17929688096;33.9978523254;-9.88593769073;0;0;0;0;0
261324;0.00199778564274;9.0180773884;3.39203809138;-74.4875223533;-0.0804019719362;-0.790858507156;0.603429198265;0.0240660458803;17.8139762878;5.85420370102;2.74359583855;0.035400390625;0.233154296875;-0.97314453125;0.17929688096;33.9978523254;-9.88593769073;0;0;0;0;0
261325;0.00199778564274;8.98969160961;3.40129790382;-74.4915160844;-0.0802542120218;-0.790858447552;0.603457272053;0.0238545052707;17.9060306549;4.81596326828;2.86554002762;0.027587890625;0.23291015625;-0.970458984375;0.17929688096;33.9978523254;-9.88593769073;0;0;0;0;0
261326;0.0019978096243;8.96115132149;3.40818468481;-74.4959920781;-0.0800927132368;-0.79085713625;0.603488385677;0.0236588530242;17.9066314697;3.39601969719;3.10955739021;0.018798828125;0.23779296875;-0.958740234375;0.17929688096;33.9978523254;-9.88593769073;0;0;0;0;0
261327;0.00199778564274;8.93295214851;3.41194807614;-74.5013151701;-0.0799168199301;-0.790852487087;0.603524327278;0.0234870966524;17.7535095215;2.02204608917;3.29295659065;0.01220703125;0.232421875;-0.960205078125;0.17929688096;33.9978523254;-9.88593769073;0;0;0;0;0
261328;0.00199778564274;8.90480559632;3.41274510905;-74.5073497354;-0.0797254219651;-0.790845453739;0.603564679623;0.0233365613967;16.9121627808;0.72460103035;3.12572574615;-0.0009765625;0.236328125;-0.94677734375;1.07578122616;33.0984382629;-9.01875019073;0;0;0;0;0
261329;0.00199778564274;8.87870952163;3.41031861176;-74.513266619;-0.0795311182737;-0.790838718414;0.603603720665;0.0232190303504;15.7068061829;-0.252618581057;2.91166353226;0.00244140625;0.235595703125;-0.946533203125;1.07578122616;33.0984382629;-9.01875019073;0;0;0;0;0
261330;0.00199778564274;8.85503229438;3.40605711414;-74.5189313023;-0.0793438404799;-0.790831983089;0.603640735149;0.0231267847121;14.3776626587;-0.664687871933;2.25556111336;0.004150390625;0.23388671875;-0.947265625;1.07578122616;33.0984382629;-9.01875019073;0;0;0;0;0
261331;0.00199778564274;8.83401647098;3.40086105626;-74.5233027813;-0.0791702494025;-0.790830075741;0.603668808937;0.0230541918427;12.8075456619;-0.939882278442;1.53697383404;0.0;0.234375;-0.9599609375;1.07578122616;33.0984382629;-9.01875019073;0;0;0;0;0
261332;0.0019978096243;8.81611804203;3.39470894;-74.5261958786;-0.079013414681;-0.790833592415;0.603686690331;0.0230036973953;11.0371551514;-1.15371906757;1.15503692627;0.010498046875;0.23046875;-0.97509765625;1.07578122616;33.0984382629;-9.01875019073;0;0;0;0;0
261333;0.00199778564274;8.80147013938;3.38849824499;-74.5282941042;-0.0788788795471;-0.790838420391;0.603699266911;0.0229702945799;9.69213962555;-1.29088282585;0.758734226227;0.014404296875;0.233154296875;-0.98681640625;0.717187523842;33.0984382629;-10.0593748093;0;0;0;0;0
